;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 1/18/2017 8:11:27 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0C2A	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,894 :: 		LCD_Chr_Cp('w');
0x0C2B	0x3077      	MOVLW      119
0x0C2C	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0C2D	0x118A      	BCF        PCLATH, 3
0x0C2E	0x21AC      	CALL       _Lcd_Chr_CP
0x0C2F	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,895 :: 		pad(1);
0x0C30	0x3001      	MOVLW      1
0x0C31	0x00E7      	MOVWF      FARG_pad_c
0x0C32	0x118A      	BCF        PCLATH, 3
0x0C33	0x2597      	CALL       _pad
0x0C34	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,896 :: 		}
0x0C35	0x2C82      	GOTO       L_main147
L_main146:
;demo_simple_8.c,897 :: 		else if ((batteryState == batteryHigh) | (batteryState == batteryPause)) {
0x0C36	0x082C      	MOVF       _batteryState, 0
0x0C37	0x3A04      	XORLW      4
0x0C38	0x3001      	MOVLW      1
0x0C39	0x1D03      	BTFSS      STATUS, 2
0x0C3A	0x3000      	MOVLW      0
0x0C3B	0x00F1      	MOVWF      R1
0x0C3C	0x082C      	MOVF       _batteryState, 0
0x0C3D	0x3A05      	XORLW      5
0x0C3E	0x3001      	MOVLW      1
0x0C3F	0x1D03      	BTFSS      STATUS, 2
0x0C40	0x3000      	MOVLW      0
0x0C41	0x00F0      	MOVWF      R0
0x0C42	0x0871      	MOVF       R1, 0
0x0C43	0x04F0      	IORWF      R0, 1
0x0C44	0x1903      	BTFSC      STATUS, 2
0x0C45	0x2C73      	GOTO       L_main148
;demo_simple_8.c,898 :: 		if (hicutreached){
0x0C46	0x0863      	MOVF       _hicutreached, 0
0x0C47	0x1903      	BTFSC      STATUS, 2
0x0C48	0x2C63      	GOTO       L_main149
;demo_simple_8.c,899 :: 		LCD_Chr_Cp('F');
0x0C49	0x3046      	MOVLW      70
0x0C4A	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0C4B	0x118A      	BCF        PCLATH, 3
0x0C4C	0x21AC      	CALL       _Lcd_Chr_CP
0x0C4D	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,900 :: 		LCD_Chr_Cp('u');
0x0C4E	0x3075      	MOVLW      117
0x0C4F	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0C50	0x118A      	BCF        PCLATH, 3
0x0C51	0x21AC      	CALL       _Lcd_Chr_CP
0x0C52	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,901 :: 		LCD_Chr_Cp('l');
0x0C53	0x306C      	MOVLW      108
0x0C54	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0C55	0x118A      	BCF        PCLATH, 3
0x0C56	0x21AC      	CALL       _Lcd_Chr_CP
0x0C57	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,902 :: 		LCD_Chr_Cp('l');
0x0C58	0x306C      	MOVLW      108
0x0C59	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0C5A	0x118A      	BCF        PCLATH, 3
0x0C5B	0x21AC      	CALL       _Lcd_Chr_CP
0x0C5C	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,903 :: 		pad(2);
0x0C5D	0x3002      	MOVLW      2
0x0C5E	0x00E7      	MOVWF      FARG_pad_c
0x0C5F	0x118A      	BCF        PCLATH, 3
0x0C60	0x2597      	CALL       _pad
0x0C61	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,904 :: 		}
0x0C62	0x2C72      	GOTO       L_main150
L_main149:
;demo_simple_8.c,906 :: 		LCD_Chr_Cp('O');
0x0C63	0x304F      	MOVLW      79
0x0C64	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0C65	0x118A      	BCF        PCLATH, 3
0x0C66	0x21AC      	CALL       _Lcd_Chr_CP
0x0C67	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,907 :: 		LCD_Chr_Cp('K');
0x0C68	0x304B      	MOVLW      75
0x0C69	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0C6A	0x118A      	BCF        PCLATH, 3
0x0C6B	0x21AC      	CALL       _Lcd_Chr_CP
0x0C6C	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,908 :: 		pad(4);
0x0C6D	0x3004      	MOVLW      4
0x0C6E	0x00E7      	MOVWF      FARG_pad_c
0x0C6F	0x118A      	BCF        PCLATH, 3
0x0C70	0x2597      	CALL       _pad
0x0C71	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,909 :: 		}
L_main150:
;demo_simple_8.c,910 :: 		}
0x0C72	0x2C82      	GOTO       L_main151
L_main148:
;demo_simple_8.c,912 :: 		LCD_Chr_Cp('O');
0x0C73	0x304F      	MOVLW      79
0x0C74	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0C75	0x118A      	BCF        PCLATH, 3
0x0C76	0x21AC      	CALL       _Lcd_Chr_CP
0x0C77	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,913 :: 		LCD_Chr_Cp('K');
0x0C78	0x304B      	MOVLW      75
0x0C79	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0C7A	0x118A      	BCF        PCLATH, 3
0x0C7B	0x21AC      	CALL       _Lcd_Chr_CP
0x0C7C	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,914 :: 		pad(4);
0x0C7D	0x3004      	MOVLW      4
0x0C7E	0x00E7      	MOVWF      FARG_pad_c
0x0C7F	0x118A      	BCF        PCLATH, 3
0x0C80	0x2597      	CALL       _pad
0x0C81	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,915 :: 		}
L_main151:
L_main147:
;demo_simple_8.c,917 :: 		if (inverterState == inv_normal){
0x0C82	0x083C      	MOVF       _inverterState, 0
0x0C83	0x3A00      	XORLW      0
0x0C84	0x1D03      	BTFSS      STATUS, 2
0x0C85	0x2C8F      	GOTO       L_main152
;demo_simple_8.c,918 :: 		lv1 = 104;
0x0C86	0x3068      	MOVLW      104
0x0C87	0x00C6      	MOVWF      _lv1
;demo_simple_8.c,919 :: 		lv2 = 108;
0x0C88	0x306C      	MOVLW      108
0x0C89	0x00C7      	MOVWF      _lv2
;demo_simple_8.c,920 :: 		lv3 = 113;
0x0C8A	0x3071      	MOVLW      113
0x0C8B	0x00C1      	MOVWF      _lv3
;demo_simple_8.c,921 :: 		lv4 = 117;
0x0C8C	0x3075      	MOVLW      117
0x0C8D	0x00C2      	MOVWF      _lv4
;demo_simple_8.c,922 :: 		}
0x0C8E	0x2CB0      	GOTO       L_main153
L_main152:
;demo_simple_8.c,923 :: 		else if (mode == mode_mains){
0x0C8F	0x0862      	MOVF       _mode, 0
0x0C90	0x3A01      	XORLW      1
0x0C91	0x1D03      	BTFSS      STATUS, 2
0x0C92	0x2CA8      	GOTO       L_main154
;demo_simple_8.c,924 :: 		if (hicutreached){
0x0C93	0x0863      	MOVF       _hicutreached, 0
0x0C94	0x1903      	BTFSC      STATUS, 2
0x0C95	0x2C9F      	GOTO       L_main155
;demo_simple_8.c,925 :: 		lv1 = 104;
0x0C96	0x3068      	MOVLW      104
0x0C97	0x00C6      	MOVWF      _lv1
;demo_simple_8.c,926 :: 		lv2 = 108;
0x0C98	0x306C      	MOVLW      108
0x0C99	0x00C7      	MOVWF      _lv2
;demo_simple_8.c,927 :: 		lv3 = 113;
0x0C9A	0x3071      	MOVLW      113
0x0C9B	0x00C1      	MOVWF      _lv3
;demo_simple_8.c,928 :: 		lv4 = 117;
0x0C9C	0x3075      	MOVLW      117
0x0C9D	0x00C2      	MOVWF      _lv4
;demo_simple_8.c,930 :: 		}
0x0C9E	0x2CA7      	GOTO       L_main156
L_main155:
;demo_simple_8.c,932 :: 		lv1 = 113;
0x0C9F	0x3071      	MOVLW      113
0x0CA0	0x00C6      	MOVWF      _lv1
;demo_simple_8.c,933 :: 		lv2 = 120;
0x0CA1	0x3078      	MOVLW      120
0x0CA2	0x00C7      	MOVWF      _lv2
;demo_simple_8.c,934 :: 		lv3 = 125;
0x0CA3	0x307D      	MOVLW      125
0x0CA4	0x00C1      	MOVWF      _lv3
;demo_simple_8.c,935 :: 		lv4 = 135;
0x0CA5	0x3087      	MOVLW      135
0x0CA6	0x00C2      	MOVWF      _lv4
;demo_simple_8.c,936 :: 		}
L_main156:
;demo_simple_8.c,937 :: 		}
0x0CA7	0x2CB0      	GOTO       L_main157
L_main154:
;demo_simple_8.c,939 :: 		lv1 = 115;
0x0CA8	0x3073      	MOVLW      115
0x0CA9	0x00C6      	MOVWF      _lv1
;demo_simple_8.c,940 :: 		lv2 = 118;
0x0CAA	0x3076      	MOVLW      118
0x0CAB	0x00C7      	MOVWF      _lv2
;demo_simple_8.c,941 :: 		lv3 = 121;
0x0CAC	0x3079      	MOVLW      121
0x0CAD	0x00C1      	MOVWF      _lv3
;demo_simple_8.c,942 :: 		lv4 = 123;
0x0CAE	0x307B      	MOVLW      123
0x0CAF	0x00C2      	MOVWF      _lv4
;demo_simple_8.c,943 :: 		}
L_main157:
L_main153:
;demo_simple_8.c,945 :: 		if (vBat < lv1){
0x0CB0	0x3000      	MOVLW      0
0x0CB1	0x0261      	SUBWF      _vBat+1, 0
0x0CB2	0x1D03      	BTFSS      STATUS, 2
0x0CB3	0x2CB6      	GOTO       L__main197
0x0CB4	0x0846      	MOVF       _lv1, 0
0x0CB5	0x0260      	SUBWF      _vBat, 0
L__main197:
0x0CB6	0x1803      	BTFSC      STATUS, 0
0x0CB7	0x2CBB      	GOTO       L_main158
;demo_simple_8.c,946 :: 		batlv = 1;
0x0CB8	0x3001      	MOVLW      1
0x0CB9	0x00D9      	MOVWF      _batlv
;demo_simple_8.c,947 :: 		}
0x0CBA	0x2CDE      	GOTO       L_main159
L_main158:
;demo_simple_8.c,948 :: 		else if (vBat < lv2){
0x0CBB	0x3000      	MOVLW      0
0x0CBC	0x0261      	SUBWF      _vBat+1, 0
0x0CBD	0x1D03      	BTFSS      STATUS, 2
0x0CBE	0x2CC1      	GOTO       L__main198
0x0CBF	0x0847      	MOVF       _lv2, 0
0x0CC0	0x0260      	SUBWF      _vBat, 0
L__main198:
0x0CC1	0x1803      	BTFSC      STATUS, 0
0x0CC2	0x2CC6      	GOTO       L_main160
;demo_simple_8.c,949 :: 		batlv = 2;
0x0CC3	0x3002      	MOVLW      2
0x0CC4	0x00D9      	MOVWF      _batlv
;demo_simple_8.c,950 :: 		}
0x0CC5	0x2CDE      	GOTO       L_main161
L_main160:
;demo_simple_8.c,951 :: 		else if (vBat < lv3){
0x0CC6	0x3000      	MOVLW      0
0x0CC7	0x0261      	SUBWF      _vBat+1, 0
0x0CC8	0x1D03      	BTFSS      STATUS, 2
0x0CC9	0x2CCC      	GOTO       L__main199
0x0CCA	0x0841      	MOVF       _lv3, 0
0x0CCB	0x0260      	SUBWF      _vBat, 0
L__main199:
0x0CCC	0x1803      	BTFSC      STATUS, 0
0x0CCD	0x2CD1      	GOTO       L_main162
;demo_simple_8.c,952 :: 		batlv = 3;
0x0CCE	0x3003      	MOVLW      3
0x0CCF	0x00D9      	MOVWF      _batlv
;demo_simple_8.c,953 :: 		}
0x0CD0	0x2CDE      	GOTO       L_main163
L_main162:
;demo_simple_8.c,954 :: 		else if (vBat < lv4){
0x0CD1	0x3000      	MOVLW      0
0x0CD2	0x0261      	SUBWF      _vBat+1, 0
0x0CD3	0x1D03      	BTFSS      STATUS, 2
0x0CD4	0x2CD7      	GOTO       L__main200
0x0CD5	0x0842      	MOVF       _lv4, 0
0x0CD6	0x0260      	SUBWF      _vBat, 0
L__main200:
0x0CD7	0x1803      	BTFSC      STATUS, 0
0x0CD8	0x2CDC      	GOTO       L_main164
;demo_simple_8.c,955 :: 		batlv = 4;
0x0CD9	0x3004      	MOVLW      4
0x0CDA	0x00D9      	MOVWF      _batlv
;demo_simple_8.c,956 :: 		}
0x0CDB	0x2CDE      	GOTO       L_main165
L_main164:
;demo_simple_8.c,958 :: 		batlv = 5;
0x0CDC	0x3005      	MOVLW      5
0x0CDD	0x00D9      	MOVWF      _batlv
;demo_simple_8.c,959 :: 		}
L_main165:
L_main163:
L_main161:
L_main159:
;demo_simple_8.c,961 :: 		batteryIcon(2,15);
0x0CDE	0x3002      	MOVLW      2
0x0CDF	0x00E7      	MOVWF      FARG_batteryIcon_pos_row
0x0CE0	0x300F      	MOVLW      15
0x0CE1	0x00E8      	MOVWF      FARG_batteryIcon_pos_char
0x0CE2	0x118A      	BCF        PCLATH, 3
0x0CE3	0x25A7      	CALL       _batteryIcon
0x0CE4	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,963 :: 		break;
0x0CE5	0x2E3A      	GOTO       L_main126
;demo_simple_8.c,965 :: 		case 5:    // show charging state
L_main166:
;demo_simple_8.c,966 :: 		LCD_Chr(1, 2, 'C');
0x0CE6	0x3001      	MOVLW      1
0x0CE7	0x00E9      	MOVWF      FARG_Lcd_Chr_row
0x0CE8	0x3002      	MOVLW      2
0x0CE9	0x00EA      	MOVWF      FARG_Lcd_Chr_column
0x0CEA	0x3043      	MOVLW      67
0x0CEB	0x00EB      	MOVWF      FARG_Lcd_Chr_out_char
0x0CEC	0x118A      	BCF        PCLATH, 3
0x0CED	0x2170      	CALL       _Lcd_Chr
0x0CEE	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,967 :: 		LCD_Chr_Cp('h');
0x0CEF	0x3068      	MOVLW      104
0x0CF0	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0CF1	0x118A      	BCF        PCLATH, 3
0x0CF2	0x21AC      	CALL       _Lcd_Chr_CP
0x0CF3	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,968 :: 		LCD_Chr_Cp('a');
0x0CF4	0x3061      	MOVLW      97
0x0CF5	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0CF6	0x118A      	BCF        PCLATH, 3
0x0CF7	0x21AC      	CALL       _Lcd_Chr_CP
0x0CF8	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,969 :: 		LCD_Chr_Cp('r');
0x0CF9	0x3072      	MOVLW      114
0x0CFA	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0CFB	0x118A      	BCF        PCLATH, 3
0x0CFC	0x21AC      	CALL       _Lcd_Chr_CP
0x0CFD	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,970 :: 		LCD_Chr_Cp('g');
0x0CFE	0x3067      	MOVLW      103
0x0CFF	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0D00	0x118A      	BCF        PCLATH, 3
0x0D01	0x21AC      	CALL       _Lcd_Chr_CP
0x0D02	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,971 :: 		LCD_Chr_Cp('i');
0x0D03	0x3069      	MOVLW      105
0x0D04	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0D05	0x118A      	BCF        PCLATH, 3
0x0D06	0x21AC      	CALL       _Lcd_Chr_CP
0x0D07	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,972 :: 		LCD_Chr_Cp('n');
0x0D08	0x306E      	MOVLW      110
0x0D09	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0D0A	0x118A      	BCF        PCLATH, 3
0x0D0B	0x21AC      	CALL       _Lcd_Chr_CP
0x0D0C	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,973 :: 		LCD_Chr_Cp('g');
0x0D0D	0x3067      	MOVLW      103
0x0D0E	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0D0F	0x118A      	BCF        PCLATH, 3
0x0D10	0x21AC      	CALL       _Lcd_Chr_CP
0x0D11	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,974 :: 		LCD_Chr_Cp(' ');
0x0D12	0x3020      	MOVLW      32
0x0D13	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0D14	0x118A      	BCF        PCLATH, 3
0x0D15	0x21AC      	CALL       _Lcd_Chr_CP
0x0D16	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,976 :: 		if (mode == mode_inverter){
0x0D17	0x0862      	MOVF       _mode, 0
0x0D18	0x3A00      	XORLW      0
0x0D19	0x1D03      	BTFSS      STATUS, 2
0x0D1A	0x2D3E      	GOTO       L_main167
;demo_simple_8.c,977 :: 		LCD_Chr_Cp('O');
0x0D1B	0x304F      	MOVLW      79
0x0D1C	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0D1D	0x118A      	BCF        PCLATH, 3
0x0D1E	0x21AC      	CALL       _Lcd_Chr_CP
0x0D1F	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,978 :: 		LCD_Chr_Cp('f');
0x0D20	0x3066      	MOVLW      102
0x0D21	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0D22	0x118A      	BCF        PCLATH, 3
0x0D23	0x21AC      	CALL       _Lcd_Chr_CP
0x0D24	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,979 :: 		LCD_Chr_Cp('f');
0x0D25	0x3066      	MOVLW      102
0x0D26	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0D27	0x118A      	BCF        PCLATH, 3
0x0D28	0x21AC      	CALL       _Lcd_Chr_CP
0x0D29	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,980 :: 		pad(2);
0x0D2A	0x3002      	MOVLW      2
0x0D2B	0x00E7      	MOVWF      FARG_pad_c
0x0D2C	0x118A      	BCF        PCLATH, 3
0x0D2D	0x2597      	CALL       _pad
0x0D2E	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,981 :: 		LCD_Chr(2, 1, ' ');
0x0D2F	0x3002      	MOVLW      2
0x0D30	0x00E9      	MOVWF      FARG_Lcd_Chr_row
0x0D31	0x3001      	MOVLW      1
0x0D32	0x00EA      	MOVWF      FARG_Lcd_Chr_column
0x0D33	0x3020      	MOVLW      32
0x0D34	0x00EB      	MOVWF      FARG_Lcd_Chr_out_char
0x0D35	0x118A      	BCF        PCLATH, 3
0x0D36	0x2170      	CALL       _Lcd_Chr
0x0D37	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,982 :: 		pad(13);
0x0D38	0x300D      	MOVLW      13
0x0D39	0x00E7      	MOVWF      FARG_pad_c
0x0D3A	0x118A      	BCF        PCLATH, 3
0x0D3B	0x2597      	CALL       _pad
0x0D3C	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,983 :: 		}
0x0D3D	0x2D87      	GOTO       L_main168
L_main167:
;demo_simple_8.c,985 :: 		if (hicutreached){
0x0D3E	0x0863      	MOVF       _hicutreached, 0
0x0D3F	0x1903      	BTFSC      STATUS, 2
0x0D40	0x2D64      	GOTO       L_main169
;demo_simple_8.c,986 :: 		LCD_Chr_Cp('F');
0x0D41	0x3046      	MOVLW      70
0x0D42	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0D43	0x118A      	BCF        PCLATH, 3
0x0D44	0x21AC      	CALL       _Lcd_Chr_CP
0x0D45	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,987 :: 		LCD_Chr_Cp('u');
0x0D46	0x3075      	MOVLW      117
0x0D47	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0D48	0x118A      	BCF        PCLATH, 3
0x0D49	0x21AC      	CALL       _Lcd_Chr_CP
0x0D4A	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,988 :: 		LCD_Chr_Cp('l');
0x0D4B	0x306C      	MOVLW      108
0x0D4C	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0D4D	0x118A      	BCF        PCLATH, 3
0x0D4E	0x21AC      	CALL       _Lcd_Chr_CP
0x0D4F	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,989 :: 		LCD_Chr_Cp('l');
0x0D50	0x306C      	MOVLW      108
0x0D51	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0D52	0x118A      	BCF        PCLATH, 3
0x0D53	0x21AC      	CALL       _Lcd_Chr_CP
0x0D54	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,990 :: 		LCD_Chr(2, 1, ' ');
0x0D55	0x3002      	MOVLW      2
0x0D56	0x00E9      	MOVWF      FARG_Lcd_Chr_row
0x0D57	0x3001      	MOVLW      1
0x0D58	0x00EA      	MOVWF      FARG_Lcd_Chr_column
0x0D59	0x3020      	MOVLW      32
0x0D5A	0x00EB      	MOVWF      FARG_Lcd_Chr_out_char
0x0D5B	0x118A      	BCF        PCLATH, 3
0x0D5C	0x2170      	CALL       _Lcd_Chr
0x0D5D	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,991 :: 		pad(13);
0x0D5E	0x300D      	MOVLW      13
0x0D5F	0x00E7      	MOVWF      FARG_pad_c
0x0D60	0x118A      	BCF        PCLATH, 3
0x0D61	0x2597      	CALL       _pad
0x0D62	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,992 :: 		}
0x0D63	0x2D87      	GOTO       L_main170
L_main169:
;demo_simple_8.c,994 :: 		batlv = (lcdCounter * 10) / t1pr + 1;
0x0D64	0x0855      	MOVF       _lcdCounter, 0
0x0D65	0x00F0      	MOVWF      R0
0x0D66	0x300A      	MOVLW      10
0x0D67	0x00F4      	MOVWF      R4
0x0D68	0x118A      	BCF        PCLATH, 3
0x0D69	0x2323      	CALL       _Mul_8x8_U
0x0D6A	0x158A      	BSF        PCLATH, 3
0x0D6B	0x0856      	MOVF       _t1pr, 0
0x0D6C	0x00F4      	MOVWF      R4
0x0D6D	0x01F5      	CLRF       R4+1
0x0D6E	0x118A      	BCF        PCLATH, 3
0x0D6F	0x24B4      	CALL       _Div_16x16_S
0x0D70	0x158A      	BSF        PCLATH, 3
0x0D71	0x0A70      	INCF       R0, 0
0x0D72	0x00F1      	MOVWF      R1
0x0D73	0x0871      	MOVF       R1, 0
0x0D74	0x00D9      	MOVWF      _batlv
;demo_simple_8.c,995 :: 		if (batlv > 5) batlv = batlv - 5;
0x0D75	0x0871      	MOVF       R1, 0
0x0D76	0x3C05      	SUBLW      5
0x0D77	0x1803      	BTFSC      STATUS, 0
0x0D78	0x2D7B      	GOTO       L_main171
0x0D79	0x3005      	MOVLW      5
0x0D7A	0x02D9      	SUBWF      _batlv, 1
L_main171:
;demo_simple_8.c,996 :: 		batteryIcon(1, 11);
0x0D7B	0x3001      	MOVLW      1
0x0D7C	0x00E7      	MOVWF      FARG_batteryIcon_pos_row
0x0D7D	0x300B      	MOVLW      11
0x0D7E	0x00E8      	MOVWF      FARG_batteryIcon_pos_char
0x0D7F	0x118A      	BCF        PCLATH, 3
0x0D80	0x25A7      	CALL       _batteryIcon
0x0D81	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,997 :: 		pad(6);
0x0D82	0x3006      	MOVLW      6
0x0D83	0x00E7      	MOVWF      FARG_pad_c
0x0D84	0x118A      	BCF        PCLATH, 3
0x0D85	0x2597      	CALL       _pad
0x0D86	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,998 :: 		}
L_main170:
;demo_simple_8.c,999 :: 		}
L_main168:
;demo_simple_8.c,1000 :: 		break;
0x0D87	0x2E3A      	GOTO       L_main126
;demo_simple_8.c,1001 :: 		case 6:    // show load percentage
L_main172:
;demo_simple_8.c,1003 :: 		loadpc = (vShunt * 100) / ovThreshold;
0x0D88	0x0839      	MOVF       _vShunt, 0
0x0D89	0x00F0      	MOVWF      R0
0x0D8A	0x083A      	MOVF       _vShunt+1, 0
0x0D8B	0x00F1      	MOVWF      R0+1
0x0D8C	0x3064      	MOVLW      100
0x0D8D	0x00F4      	MOVWF      R4
0x0D8E	0x3000      	MOVLW      0
0x0D8F	0x00F5      	MOVWF      R4+1
0x0D90	0x118A      	BCF        PCLATH, 3
0x0D91	0x212F      	CALL       _Mul_16x16_U
0x0D92	0x158A      	BSF        PCLATH, 3
0x0D93	0x0835      	MOVF       _ovThreshold, 0
0x0D94	0x00F4      	MOVWF      R4
0x0D95	0x0836      	MOVF       _ovThreshold+1, 0
0x0D96	0x00F5      	MOVWF      R4+1
0x0D97	0x118A      	BCF        PCLATH, 3
0x0D98	0x2206      	CALL       _Div_16x16_U
0x0D99	0x158A      	BSF        PCLATH, 3
0x0D9A	0x0870      	MOVF       R0, 0
0x0D9B	0x00C3      	MOVWF      _loadpc
0x0D9C	0x0871      	MOVF       R0+1, 0
0x0D9D	0x00C4      	MOVWF      _loadpc+1
;demo_simple_8.c,1004 :: 		num = loadpc;
0x0D9E	0x0843      	MOVF       _loadpc, 0
0x0D9F	0x00E5      	MOVWF      _num
0x0DA0	0x0844      	MOVF       _loadpc+1, 0
0x0DA1	0x00E6      	MOVWF      _num+1
;demo_simple_8.c,1005 :: 		numToOne();
0x0DA2	0x118A      	BCF        PCLATH, 3
0x0DA3	0x233C      	CALL       _numToOne
0x0DA4	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1006 :: 		if (loadpc > 99) loadpc = 99;
0x0DA5	0x0844      	MOVF       _loadpc+1, 0
0x0DA6	0x3C00      	SUBLW      0
0x0DA7	0x1D03      	BTFSS      STATUS, 2
0x0DA8	0x2DAB      	GOTO       L__main201
0x0DA9	0x0843      	MOVF       _loadpc, 0
0x0DAA	0x3C63      	SUBLW      99
L__main201:
0x0DAB	0x1803      	BTFSC      STATUS, 0
0x0DAC	0x2DB1      	GOTO       L_main173
0x0DAD	0x3063      	MOVLW      99
0x0DAE	0x00C3      	MOVWF      _loadpc
0x0DAF	0x3000      	MOVLW      0
0x0DB0	0x00C4      	MOVWF      _loadpc+1
L_main173:
;demo_simple_8.c,1008 :: 		LCD_Chr(1, 1, 'I');
0x0DB1	0x3001      	MOVLW      1
0x0DB2	0x00E9      	MOVWF      FARG_Lcd_Chr_row
0x0DB3	0x3001      	MOVLW      1
0x0DB4	0x00EA      	MOVWF      FARG_Lcd_Chr_column
0x0DB5	0x3049      	MOVLW      73
0x0DB6	0x00EB      	MOVWF      FARG_Lcd_Chr_out_char
0x0DB7	0x118A      	BCF        PCLATH, 3
0x0DB8	0x2170      	CALL       _Lcd_Chr
0x0DB9	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1009 :: 		LCD_Chr_Cp('n');
0x0DBA	0x306E      	MOVLW      110
0x0DBB	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0DBC	0x118A      	BCF        PCLATH, 3
0x0DBD	0x21AC      	CALL       _Lcd_Chr_CP
0x0DBE	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1010 :: 		LCD_Chr_Cp('v');
0x0DBF	0x3076      	MOVLW      118
0x0DC0	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0DC1	0x118A      	BCF        PCLATH, 3
0x0DC2	0x21AC      	CALL       _Lcd_Chr_CP
0x0DC3	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1011 :: 		LCD_Chr_Cp('e');
0x0DC4	0x3065      	MOVLW      101
0x0DC5	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0DC6	0x118A      	BCF        PCLATH, 3
0x0DC7	0x21AC      	CALL       _Lcd_Chr_CP
0x0DC8	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,1012 :: 		LCD_Chr_Cp('r');
0x0DC9	0x3072      	MOVLW      114
0x0DCA	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0DCB	0x118A      	BCF        PCLATH, 3
0x0DCC	0x21AC      	CALL       _Lcd_Chr_CP
